Product Names,Star Ratings,Review Count,Sales Volume,MRP Price,Discount Precentage,Discounted Price,Prime Delivery Estimate,Non Prime Delivery Estimate,Festival Tag,Category,Sub Category
Redmi Pad 2 – MediaTek Helio G99,4.2,533,500,16999,0.39,12999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad Pro 5G,4.2,557,1K ,29999,0.2,23999,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad SE,4.3,189,50,16999,0.13,13990,11/10/2025,13/10/2025,Limited time deal,Electronics,Tablets
XIAOMI Pad 7,4.4,1.0K,2K ,34999,0.29,24999,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M10 5G – Snapdragon 695,4.1,525,100,47000,0.18,16990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M11 Pen,4.1,1.2K,2K ,31000,0.55,13990,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Idea Tab Pro – MediaTek Dimensity 8300,4.3,692,500,43999,0.55,23989,10/10/2025,14/10/2025,Deal with GST Savings,Electronics,Tablets
OnePlus Pad Go ,4.5,3.4K,2K ,19999,0.15,16999,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S9,4.6,383,100,81900,0.25,39999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab,4.3,62,1K ,18000,0.56,7990,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo M9 Tab,4.2,120,200,20000,0.45,8999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab Plus Octa JBL Hi-Fi Speakers,4.4,1.2K,2K ,32000,0.53,14990,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S10 FE+,5,1,50,75999,0.45,63599,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab A9+ 27.94 cm (11.0 inch),4.1,882,1K ,32999,0.48,17249,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad Pro 5G – Snapdragon 7s Gen 2,4.2,623,500,27999,0.25,21990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
OnePlus Pad Lite Biggest Battery in Segment,4.3,231,3K ,19999,0.25,14999,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab4 10 – Snapdragon 425,3.2,1942,50,20000,0.52,6399,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo (Smartchoice)Idea Tab Pro Pen Plus,4.3,646,3K ,48999,0.47,25990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Apple iPad Mini (A17 Pro),4.4,109,50,49900,0.68,48990,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Tablets
Apple iPad Air 11Ã¢â‚¬Â³ M3 chip: Built for Apple,4.6,385,3K ,59900,0.2,47999,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
DOMO Slate SSM28,4.2,4,50,29990,0.2,6699,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
HONOR Pad X9 Free Flip-Cover 11.5-inch,4.3,1.6K,500 ,25999,0.58,10999,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M8,3.9,49,50,19000,0.78,8790,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Tablets
Lenovo Tab M11,4.1,519,1K ,31000,0.58,12990,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Smartchoice Tab M11,4.2,246,50,20000,0.54,10999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad SE,4.3,292,50,19999,0.64,14999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
BIG VUE Plus 65 Inch,4.6,152,100,158400,0.21,86999,11/10/2025,13/10/2025,Limited time deal,Electronics,Tablets
Samsung Galaxy Tab A9+ Plus,4.6,1116,50,27999,0.16,17800,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Tablets
plimpton Kids Tablet 10 Inch,4.4,159,200,22000,0.78,12920,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M11 (LTE) – Octa-Core Processor,4.2,292,50,22000,0.41,10499,10/10/2025,12/10/2025,Limited time deal,Electronics,Tablets
Samsung Galaxy Tab A9 (4G) – MediaTek Helio G99 (inferred),4.2,547,200,19999,0.52,11799,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S10 Lite,5,1,200,41999,0.41,33999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Kids Tablet 7 Inch,4,219,200,10298,0.19,6154,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S10 FE,4.7,23,200,49999,0.4,42999,10/10/2025,12/10/2025,Limited time deal,Electronics,Tablets
DOMO Slate SSM28,5,1,50,29990,0.36,6699,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab A9+ (Refurbished),3.7,32,50,27999,0.25,14961,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad SE,4.3,494,100,19999,0.14,14999,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
"Baatu Enable Tablet 10.1""",5,1,50,15999,0.71,7379,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab S10 FE – Exynos 1480,4.6,46,300,49999,0.17,39800,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M11 (Wi-Fi) – Octa-Core Processor,4.1,88,50,29000,0.2,9990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Redmi Pad SE 4G – MediaTek Helio G55,4.2,223,200,16999,0.66,9488,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
Lenovo Tab K11 – Octa-Core Processor,4.2,44,200,32999,0.44,17990,11/10/2025,13/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab S11 Ultra – Snapdragon 8 Gen 3,4.7,4,50,133999,0.45,99999,11/10/2025,13/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab S10 Lite (5G) – Exynos 1480,3.9,12,100,41999,0.25,33999,11/10/2025,13/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab S10 Lite – Exynos 1480 (inferred),4.1,6,200,36999,0.44,30769,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
"Samsung Galaxy Tab A9+ (5G, 8GB) – Snapdragon 695 (inferred)",4,220,100,32999,0.19,17499,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S11 – Snapdragon 8 Gen 3,5,4,100,91999,0.46,67999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Xiaomi Pad 6 – Snapdragon 870,4.6,266,50,2999,0.26,809,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab A9 4G – Octa-Core (6nm),4.1,37,100,19999,0.73,11995,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
reMarkable Paper Pro – Custom ePaper CPU,4.2,573,100,69999,0.4,62999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S11,4,6,50,91999,0.1,69999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
DOMO Slate SLP8 6765,5,4,50,27990,0.47,7999,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Tablets
IKALL N7 Pro – Unknown Processor (Entry-Level),2.1,11,100,5999,0.47,3229,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
Samsung Galaxy Tab S9 FE – Exynos 1380 (chip inferred for accuracy),4.3,153,100,44999,0.57,24999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S10 FE,4.6,16,50,49999,0.24,42999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M11 (LTE) – Octa-Core Processor,4.1,256,500,33000,0.2,12999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M9 – Octa-Core Processor,4.4,81,500,20000,0.61,8600,10/10/2025,14/10/2025,Great Indian Festival,Electronics,Tablets
Acer Iconia Tab iM10-22,3.9,91,200,30990,0.23,16904,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
OnePlus Pad 2 – Snapdragon 8 Gen 3,4.4,519,500,47999,0.45,34999,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
Samsung Galaxy Tab S9 FE,4.5,53,200,44999,0.27,26990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab A7 Lite,4.5,14830,200,17500,0.4,9999,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
Samsung Galaxy Tab S10 FE+,5,1,200,75999,0.43,63599,10/10/2025,12/10/2025,Best seller,Electronics,Tablets
Lenovo Idea Tab Pro with Pen Plus (Refurbished),1,3,100,23989,0.16,17992,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
Redmi Pad Pro (Refurbished),3.2,6,50,18499,0.54,14249,11/10/2025,13/10/2025,Limited time deal,Electronics,Tablets
Nokia T10,4,406,100,12999,0.72,8499,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab S10 FE,4,1,200,59999,0.35,50999,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Tablets
Sadhana Tablet V2,4.5,10,50,46020,0.15,32950,11/10/2025,13/10/2025,Best seller,Electronics,Tablets
Samsung Galaxy Tab S11 Ultra,4,1,50,133999,0.28,105999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Lenovo Tab M10 HD,3.8,2768,50,21000,0.21,7590,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Tablets
Samsung Galaxy Tab SM-X110NZAAEUB,4.3,781,50,14999,0.64,12001,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Tablets
DOMO Slate SLP9,5,2,100,29990,0.25,8490,10/10/2025,14/10/2025,Great Indian Festival,Electronics,Tablets
VW ( Visio World. 101 cm (40 inches) OptimaX,3.9,17.0K,3K ,20999,0.48,10999,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
Samsung – 43 inches – 4K Ultra HD,4,3631,500,49900,0.47,27990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Samsung 108 cm (43 inches) Crystal 4K Vista Pro,4,3.5K,5K ,43200,0.38,26990,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 55 inches – 4K Ultra HD,4,287,1K,77990,0.44,29990,10/10/2025,12/10/2025,Limited time deal,Electronics,Televisions
Vu 139cm (55 inches) Vibe Series 4K QLED Smart,4.4,818,2K ,60000,0.46,32290,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 65 inches – 4K UHD Mini LED,4.1,518,1K,169990,0.62,64490,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Acerpure 190 cms (75 inch) Advance G Series Smart,4.4,16,2K ,129000,0.38,79999,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VW (Visio World) – 40 inches – Full HD QLED,3.8,16635,2K,20999,0.62,10999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Samsung 138 cm (55 inches) Vision AI 4K Ultra HD,3.9,544,3K ,75500,0.4,44990,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 55 inches – 4K UHD Mini LED,4.1,518,3K,119990,0.48,43990,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
Samsung 108 cm (43 inches) Crystal 4K Vista Ultra,4,3.5K,2K ,39500,0.35,25490,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 43 inches – 4K Ultra HD,4,287,2K,52990,0.39,19990,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
Redmi Xiaomi 108 cm (43 inch) F Series Ultra HD,3.4,193,3K ,37999,0.5,18999,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
Samsung – 55 inches – 4K Ultra HD,4,3631,2K,63900,0.31,38990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi 80 cm (32 inch) A HD Ready Smart Google,4.1,19.0K,4K ,24999,0.54,11499,10/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
VW (Visio World) – 32 inches – HD Ready,3.7,12679,1K,12999,0.62,6799,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Sony 108 cm (43 inches) BRAVIA 2M2 Series 4K,4.8,4.7K,3K ,59900,0.38,36990,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
Redmi/Xiaomi – 43 inches – 4K Ultra HD,4,2870,2K,42999,0.48,18999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Samsung 108 cm (43 inches) FHD Smart LED TV,4,3.8K,4K ,27500,0.2,21990,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
Philips – 32 inches – HD Ready,4.1,146,2K,22999,0.56,10499,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VW 80 cm (32 inches) Frameless Series HD Ready,3.7,12.7K,4K ,16999,0.57,7299,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VU – 55 inches – 4K QLED,4.4,862,2K,60000,0.54,32290,10/10/2025,12/10/2025,Limited time deal,Electronics,Televisions
TCL 139 cm (55 inches) 4K Ultra HD Smart QLED,4,299,5K ,109990,0.68,34990,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
Sony – 65 inches – 4K Ultra HD,4.8,5002,500,164900,0.55,87990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
VW 109 cm (43 inches) Pro Series 4K Ultra HD,3.8,558,3K ,49999,0.66,16999,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
Philips – 50 inches – 4K Ultra HD QLED,3.8,226,2K,35990,0.63,24999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
LG 108 cm (43 inches) UA82 Series 4K Ultra HD,3.9,4.5K,5K ,46090,0.37,28990,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
VW (Visio World) – 32 inches – HD Ready QLED,4.2,493,2K,22999,0.46,9499,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
acer 80 cm (32 inches) G Plus Series HD Ready LED,3.6,531,5K ,23999,0.58,9999,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi – 43 inches – Full HD,4.1,19174,1K,30999,0.43,19999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
TCL 101 cms (40 inches) V5C Series Full HD Smart,4,646,5K ,35990,0.57,15490,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 43 inches – 4K Ultra HD,3.8,181,500,54990,0.31,25990,10/10/2025,12/10/2025,Best seller,Electronics,Televisions
LG 80 cms (32 inches) LR570 Series Smart webOS,4.2,19.1K,5K ,21240,0.36,13489,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Lumio Vision – 43 inches – 4K Ultra HD QLED,4.2,733,2K,40999,0.59,26999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi 108 cm (43 inch) FX Ultra HD 4K Smart LED,3.8,698,5K ,37999,0.45,20999,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 50 inches – FHD QLED,3.9,736,1K,59990,0.5,25990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi 138 cm (55 inch) FX Pro QLED Ultra HD 4K,3.8,698,5K ,62999,0.48,32999,11/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Sony – 55 inches – 4K Ultra HD,4.8,5002,1K,129900,0.57,67990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
VW 140 cm (55 inches) Pro Series 4K Ultra HD,3.8,558,3K ,59999,0.58,24999,11/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
VW (Visio World) – 24 inches – HD Ready,3.8,16635,500,16999,0.48,5999,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Philips 127 cm (50 inches) 8100 Series 4K Ultra,3.9,151,3K ,35990,0.31,24999,10/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 75 inches – 4K Ultra HD,3.8,3846,500,254990,0.65,52990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
VU – 55 inches – 4K QLED,4.3,653,500,50000,0.79,30490,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VW (Visio World) – 65 inches – 4K QLED,3.7,696,500,79999,0.53,35999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi – 55 inches – 4K Ultra HD,3.8,886,1K,54999,0.39,29999,10/10/2025,12/10/2025,Best seller,Electronics,Televisions
VU – 43 inches – 4K QLED,4.4,862,500,40000,0.41,22990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Hisense – 43 inches – 4K Ultra HD,4,4768,1K,44999,0.35,19499,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Sony – 65 inches – 4K Ultra HD,4.8,5002,500,139900,0.57,77990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VU – 65 inches – 4K QLED,4.4,862,500,80000,0.44,44490,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Acer – 43 inches – 4K Ultra HD,3.6,603,500,47999,0.44,19999,10/10/2025,14/10/2025,Great Indian Festival,Electronics,Televisions
Xiaomi – 55 inches – 4K Ultra HD,4,3808,500,48999,0.58,33999,11/10/2025,13/10/2025,Best seller,Electronics,Televisions
Philips – 43 inches – Full HD,4.1,146,500,31999,0.45,18999,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
Acer – 55 inches – 4K Ultra HD,3.6,603,500,217590,0.34,26999,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 55 inches – 4K Ultra HD QLED,3.8,181,100,80990,0.56,36490,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
TCL – 32 inches – HD Ready,4,180,1K,20490,0.28,10990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Hisense – 50 inches – 4K Ultra HD QLED,4,514,1K,53999,0.36,26999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Acer – 50 inches – 4K Ultra HD QLED,3.8,2750,100,66999,0.41,31999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Samsung – 43 inches – Full HD,4,3917,100,37200,0.35,21990,11/10/2025,13/10/2025,Limited time deal,Electronics,Televisions
ONIDA – 55 inches – 4K Ultra HD,4,3255,200,42390,0.47,27647,11/10/2025,13/10/2025,Best seller,Electronics,Televisions
TOSHIBA – 50 inches – 4K Ultra HD,4.1,2027,300,48999,0.68,25799,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TCL – 75 inches – 4K UHD Mini LED,4.1,518,100,299990,0.63,96990,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
TCL – 65 inches – 4K Ultra HD,4,385,200,149990,0.32,55490,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
VU – 65 inches – 4K QLED,4.3,484,200,85000,0.54,57990,11/10/2025,13/10/2025,Limited time deal,Electronics,Televisions
Hisense – 55 inches – 4K Ultra HD Mini LED,4.2,187,200,107999,0.51,49999,10/10/2025,12/10/2025,Best seller,Electronics,Televisions
TOSHIBA – 55 inches – 4K Ultra HD,4.1,2027,200,59999,0.38,29499,10/10/2025,12/10/2025,Deal with GST Savings,Electronics,Televisions
Samsung – 65 inches – 4K Ultra HD,4,3631,100,92900,0.58,57990,11/10/2025,13/10/2025,Deal with GST Savings,Electronics,Televisions
TOSHIBA – 32 inches – Full HD,3.8,46,100,25999,0.35,10999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Kodak – 43 inches – 4K UHD QLED,4.1,1194,200,28999,0.61,18799,11/10/2025,13/10/2025,Great Indian Festival,Electronics,Televisions
Acer – 55 inches – 4K Ultra HD QLED,3.6,234,100,78999,0.41,30999,11/10/2025,13/10/2025,Limited time deal,Electronics,Televisions
Philips – 43 inches – 4K Ultra HD QLED,3.8,226,500,29999,0.88,21499,10/10/2025,14/10/2025,Great Indian Festival,Electronics,Televisions
TOSHIBA – 55 inches – 4K Ultra HD QLED,4.1,687,200,53999,0.84,31999,10/10/2025,14/10/2025,Best seller,Electronics,Televisions
Hisense – 55 inches – 4K Ultra HD QLED,4.2,267,200,79999,0.51,34999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Acer – 43 inches – 4K Ultra HD QLED,3.8,2750,200,50999,0.62,24999,10/10/2025,12/10/2025,Limited time deal,Electronics,Televisions
Acer – 50 inches – 4K Ultra HD QLED,3.6,234,100,67999,0.73,25999,10/10/2025,12/10/2025,Best seller,Electronics,Televisions
TCL – 75 inches – 4K Ultra HD,4,385,300,269990,0.43,71990,10/10/2025,12/10/2025,Limited time deal,Electronics,Televisions
VU – 50 inches – 4K QLED,4.4,862,200,50000,0.89,28490,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
Acer – 50 inches – 4K Ultra HD,3.6,603,300,235990,0.62,24999,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
TCL – 65 inches – 4K Ultra HD,3.8,181,100,133990,0.5,50990,10/10/2025,12/10/2025,Great Indian Festival,Electronics,Televisions
